,Player,Pos,Age,G,GS,MP,eFG%,FTR,TRB%,TOV%,Salary,Salary Adjusted
702,Jordan McLaughlin,Guard,25.0,62.0,3.0,14.5,50.8,15.625,5.6,14.9,2000000,2181195
703,Ben McLemore,Guard,28.0,64.0,6.0,20.1,54.1,13.095238095238097,4.4,8.7,2389641,2606136
704,De'Anthony Melton,Guard,23.0,73.0,15.0,22.7,50.4,12.631578947368421,10.4,13.0,8805976,9603776
705,Chimezie Metu,Center,24.0,60.0,20.0,21.3,51.6,16.0,14.3,11.1,1762796,1922501
706,Khris Middleton,Forward,30.0,66.0,66.0,32.4,52.2,25.161290322580644,8.8,14.2,35500000,38716214
707,Paul Millsap,Center,36.0,33.0,1.0,11.4,42.6,14.285714285714285,16.6,13.1,2641691,2881021
708,Shake Milton,Guard,25.0,55.0,6.0,21.4,48.3,15.068493150684933,6.7,9.2,1846738,2014047
709,Davion Mitchell,Guard,23.0,75.0,19.0,27.7,47.699999999999996,6.25,4.4,11.5,4603200,5020238
710,Donovan Mitchell,Guard,25.0,67.0,67.0,33.8,53.300000000000004,19.51219512195122,6.8,11.7,28103500,30649609
711,Evan Mobley,Forward,20.0,69.0,69.0,33.8,52.2,20.0,13.5,12.4,8075160,8806749
712,Malik Monk,Guard,23.0,76.0,37.0,28.1,57.8,11.009174311926605,6.4,12.2,1789256,1951358
713,Moses Moody,Guard,19.0,52.0,11.0,11.7,54.6,14.285714285714285,7.2,6.1,3562200,3884926
714,Ja Morant,Guard,22.0,57.0,57.0,33.1,53.0,26.699029126213592,9.0,12.6,9603360,10473401
715,Marcus Morris,Forward,32.0,54.0,54.0,29.0,50.7,18.749999999999996,8.1,8.4,15627907,17043757
716,Monte Morris,Guard,26.0,75.0,74.0,29.9,56.39999999999999,9.70873786407767,5.6,8.8,8449074,9214539
717,Trey Murphy,Forward,21.0,62.0,1.0,13.9,52.2,15.555555555555555,9.4,5.1,3053760,3330423
718,Dejounte Murray,Guard,25.0,68.0,68.0,34.8,50.0,15.846994535519125,12.5,11.8,15428880,16826699
719,Mike Muscala,Center,30.0,43.0,0.0,13.8,59.699999999999996,18.965517241379313,11.2,4.9,3500000,3817091
720,Aaron Nesmith,Forward,22.0,52.0,3.0,11.0,48.1,11.428571428571429,8.4,13.8,3631200,3960177
721,Raul Neto,Guard,29.0,70.0,19.0,19.6,50.2,19.047619047619047,5.4,13.9,2089448,2278746
722,Georges Niang,Forward,28.0,76.0,7.0,22.8,57.49999999999999,9.459459459459458,6.5,9.1,3300000,3598972
723,Daishen Nix,Guard,19.0,24.0,0.0,10.9,45.5,25.0,6.9,24.5,923078,1006706
724,Zeke Nnaji,Forward,21.0,41.0,1.0,17.0,61.6,22.22222222222222,11.8,9.7,2498760,2725141
725,Nerlens Noel,Center,27.0,25.0,11.0,22.5,53.300000000000004,33.333333333333336,13.5,21.5,8800000,9597258
726,Jaylen Nowell,Guard,22.0,62.0,1.0,15.7,55.1,17.91044776119403,6.8,7.4,1782621,1944122
727,Frank Ntilikina,Guard,23.0,58.0,5.0,11.8,48.4,10.526315789473685,6.4,11.7,1789256,1951358
728,Jusuf Nurkic,Center,27.0,56.0,56.0,28.2,54.800000000000004,30.8411214953271,21.5,16.6,12000000,13087170
729,David Nwaba,Forward,29.0,46.0,4.0,13.2,52.6,26.31578947368421,13.6,9.3,4650000,5071278
730,Jordan Nwora,Forward,23.0,62.0,13.0,19.1,48.8,8.0,9.9,10.6,1517981,1655506
731,Royce O'Neale,Forward,28.0,77.0,77.0,31.2,59.099999999999994,10.344827586206897,8.4,14.4,8800000,9597258
732,Semi Ojeleye,Forward,27.0,30.0,0.0,13.5,37.9,24.242424242424246,9.7,7.5,1789256,1951358
733,Chuma Okeke,Forward,23.0,70.0,20.0,25.0,47.8,9.756097560975611,10.5,8.6,3277080,3573975
734,Josh Okogie,Guard,23.0,49.0,6.0,10.5,47.099999999999994,33.33333333333333,7.3,15.4,4087904,4458258
735,Onyeka Okongwu,Center,21.0,48.0,6.0,20.7,69.0,36.170212765957444,15.6,13.8,6104280,6657312
736,Isaac Okoro,Forward,21.0,67.0,61.0,29.6,54.400000000000006,28.125,5.6,10.4,6720720,7329600
737,KZ Okpala,Forward,22.0,21.0,0.0,11.6,50.0,12.121212121212123,9.5,6.3,1782621,1944122
738,Kelly Olynyk,Center,30.0,40.0,1.0,19.1,51.7,23.61111111111111,12.5,15.1,12195122,13299970
739,Cedi Osman,Forward,26.0,66.0,3.0,22.2,54.400000000000006,14.942528735632186,5.5,9.6,8133334,8870194
740,Kelly Oubre,Forward,26.0,76.0,13.0,26.3,54.2,13.821138211382111,8.0,6.2,12000000,13087170
741,Kevin Pangos,Guard,29.0,24.0,3.0,6.9,39.1,5.2631578947368425,3.7,12.8,1569178,1711341
742,Eric Paschall,Forward,25.0,58.0,3.0,12.7,56.99999999999999,26.829268292682933,7.9,9.0,1782621,1944122
743,Chris Paul,Guard,36.0,65.0,65.0,32.9,53.6,23.008849557522122,7.1,15.6,30800000,33590405
744,Cameron Payne,Guard,27.0,58.0,12.0,22.0,46.9,12.871287128712872,7.3,14.1,6500000,7088884
745,Elfrid Payton,Guard,27.0,50.0,1.0,11.0,39.4,5.714285714285714,8.6,19.9,2239544,2442441
746,Gary Payton II,Guard,29.0,71.0,16.0,17.6,67.9,10.416666666666668,10.8,9.8,1669178,1820401
747,Mason Plumlee,Center,31.0,73.0,73.0,24.6,64.1,20.454545454545453,16.7,20.2,9248333,10086209
748,Jakob Poeltl,Center,26.0,68.0,67.0,29.0,61.9,14.285714285714285,16.9,12.7,8750000,9542728
749,Aleksej Pokusevski,Forward,20.0,61.0,12.0,20.2,47.0,8.0,13.3,16.4,3113160,3395204
750,Jordan Poole,Guard,22.0,76.0,51.0,30.0,54.800000000000004,23.021582733812952,6.2,13.7,2161440,2357261
751,Kevin Porter,Guard,21.0,61.0,61.0,31.3,51.1,15.151515151515152,7.7,17.7,1782621,1944122
752,Otto Porter,Forward,28.0,63.0,15.0,22.2,56.00000000000001,12.121212121212123,14.2,7.7,2389641,2606136
753,Bobby Portis,Center,26.0,72.0,59.0,28.2,55.50000000000001,9.917355371900827,17.2,8.9,4347600,4741482
754,Kristaps Porzingis,Forward,26.0,51.0,51.0,29.0,51.0,32.66666666666667,15.4,8.3,31650600,34518067
755,Dwight Powell,Center,30.0,82.0,71.0,21.9,68.7,40.81632653061224,12.5,11.5,11080125,12083957
756,Norman Powell,Forward,28.0,45.0,41.0,32.4,54.900000000000006,31.343283582089555,5.4,8.9,15517242,16923066
757,Taurean Prince,Forward,27.0,69.0,8.0,17.1,56.39999999999999,15.789473684210526,7.9,11.1,13334375,14542437
758,Payton Pritchard,Guard,24.0,71.0,2.0,14.1,56.39999999999999,5.660377358490567,7.2,9.7,2137440,2331086
759,Immanuel Quickley,Guard,22.0,78.0,3.0,23.1,48.699999999999996,24.73118279569892,7.4,10.9,2210640,2410918
760,Julius Randle,Forward,27.0,72.0,72.0,35.3,45.9,24.277456647398843,15.1,14.7,19800000,21593832
761,Austin Reaves,Guard,23.0,61.0,19.0,23.2,54.2,30.76923076923077,7.3,9.8,925258,1009084
762,Cam Reddish,Forward,22.0,49.0,7.0,20.7,48.5,25.301204819277107,5.7,11.1,4670160,5093265
763,Davon Reed,Guard,26.0,48.0,5.0,13.9,61.8,5.882352941176471,9.0,8.7,532398,580631
764,Paul Reed,Center,22.0,38.0,2.0,7.9,57.3,8.0,17.0,8.9,1517981,1655506
765,Naz Reid,Center,22.0,77.0,6.0,15.8,54.900000000000006,24.193548387096772,13.3,13.2,1782621,1944122
766,Nick Richards,Center,24.0,50.0,5.0,7.3,66.7,33.33333333333333,12.4,18.1,1517981,1655506
767,Josh Richardson,Guard,28.0,65.0,7.0,24.6,53.400000000000006,18.292682926829272,6.2,10.2,11615328,12667648
768,Austin Rivers,Guard,29.0,67.0,18.0,22.1,53.0,9.615384615384615,4.3,12.8,2401537,2619110
769,Duncan Robinson,Guard,27.0,79.0,68.0,25.9,55.900000000000006,6.521739130434782,5.6,7.4,15650000,17067852
770,Justin Robinson,Guard,24.0,25.0,0.0,12.2,39.800000000000004,5.405405405405405,3.7,15.0,265953,290047
771,Mitchell Robinson,Center,23.0,72.0,62.0,25.7,76.1,25.0,17.9,12.4,1802057,1965319
772,Jeremiah Robinson-Earl,Center,21.0,49.0,36.0,22.2,50.3,12.121212121212123,13.0,10.1,2000000,2181195
773,Isaiah Roby,Forward,23.0,45.0,28.0,21.1,58.199999999999996,23.61111111111111,11.8,10.3,1782621,1944122
774,Rajon Rondo,Guard,35.0,39.0,1.0,17.9,47.4,11.11111111111111,8.5,26.6,7500000,8179481
775,Derrick Rose,Guard,33.0,26.0,4.0,24.5,51.300000000000004,11.428571428571429,6.6,11.9,13445120,14663215
776,Terrence Ross,Guard,30.0,63.0,0.0,23.0,46.7,20.454545454545453,5.9,10.9,12500000,13632469
777,Terry Rozier,Guard,27.0,73.0,73.0,33.7,53.900000000000006,13.125,6.8,7.2,17905263,19527436
778,Ricky Rubio,Guard,31.0,34.0,8.0,28.5,43.4,21.487603305785125,8.0,16.5,17800000,19412636
779,D'Angelo Russell,Guard,25.0,65.0,65.0,32.0,50.2,20.0,5.6,13.2,30013500,32732650
780,Domantas Sabonis,Center,25.0,62.0,61.0,34.5,59.8,32.0,19.5,17.5,18500000,20176055
781,Olivier Sarr,Center,22.0,22.0,2.0,19.1,63.9,23.913043478260875,11.4,16.2,223339,243572
782,Admiral Schofield,Forward,24.0,38.0,1.0,12.3,51.9,8.823529411764707,10.0,13.4,723741,789309
783,Landry Shamet,Guard,24.0,69.0,14.0,20.8,52.1,14.285714285714285,4.7,7.3,3768342,4109744
784,Day'Ron Sharpe,Forward,20.0,32.0,8.0,12.2,58.4,17.02127659574468,22.3,15.2,2009160,2191185
785,Pascal Siakam,Forward,27.0,68.0,68.0,37.9,52.5,23.595505617977526,12.2,11.6,33003936,35994012
786,Anfernee Simons,Guard,22.0,57.0,30.0,29.5,55.50000000000001,12.85714285714286,4.9,11.9,3938818,4295665
787,Jericho Sims,Forward,23.0,41.0,5.0,13.5,72.2,23.076923076923077,16.4,23.1,462629,504542
788,Marcus Smart,Guard,27.0,71.0,71.0,32.3,50.1,19.801980198019802,6.4,16.6,13839285,15093090
789,Dennis Smith,Guard,24.0,37.0,4.0,17.2,43.4,21.568627450980397,7.6,19.0,1789256,1951358
790,Jalen Smith,Forward,21.0,51.0,8.0,18.1,56.00000000000001,21.73913043478261,18.2,9.6,4458000,4861884
791,Tony Snell,Guard,30.0,53.0,12.0,15.5,53.5,3.125,6.9,9.9,2389641,2606136
792,Lance Stephenson,Guard,31.0,46.0,1.0,17.7,49.7,20.0,8.7,16.7,1614825,1761124
793,Lamar Stevens,Forward,24.0,63.0,13.0,16.1,51.7,15.686274509803924,8.9,10.4,1517981,1655506
794,Isaiah Stewart,Center,20.0,71.0,71.0,25.6,52.6,14.492753623188406,18.4,13.7,3277080,3573975
795,Max Strus,Forward,25.0,68.0,16.0,23.3,60.199999999999996,7.228915662650602,7.2,8.8,1669178,1820401
796,Jalen Suggs,Guard,20.0,48.0,45.0,27.2,40.0,22.807017543859647,6.9,18.7,6592920,7190222
797,Keifer Sykes,Guard,28.0,32.0,11.0,17.7,43.4,8.47457627118644,4.4,14.3,558345,608929
798,Jae'Sean Tate,Forward,26.0,78.0,77.0,26.4,54.1,18.279569892473116,11.2,14.6,1517981,1655506
799,Jayson Tatum,Forward,23.0,76.0,76.0,35.9,52.6,25.728155339805824,12.1,10.9,28103500,30649609
800,Terry Taylor,Guard,22.0,33.0,7.0,21.6,64.1,16.417910447761194,13.4,8.7,895125,976221
801,Garrett Temple,Guard,35.0,59.0,16.0,18.6,47.599999999999994,10.0,7.2,11.8,4910000,5354834
802,Daniel Theis,Center,29.0,47.0,27.0,20.8,57.599999999999994,16.129032258064516,12.7,12.5,8280351,9030530
803,Cam Thomas,Guard,20.0,67.0,2.0,17.6,48.0,17.333333333333336,7.5,9.1,2036280,2220762
804,Isaiah Thomas,Guard,32.0,22.0,1.0,15.1,48.5,13.157894736842104,4.6,7.8,910926,993452
805,Matt Thomas,Guard,27.0,40.0,0.0,11.5,54.1,11.764705882352942,6.1,5.3,1669178,1820401
806,Klay Thompson,Guard,31.0,32.0,32.0,29.4,52.900000000000006,7.82122905027933,7.3,6.7,37980720,41421681
807,Tristan Thompson,Forward,30.0,57.0,6.0,15.7,53.0,23.404255319148938,17.7,12.4,9946611,10847749
808,JT Thor,Forward,19.0,33.0,0.0,7.9,50.0,23.529411764705884,8.7,13.6,1250000,1363246
809,Matisse Thybulle,Guard,24.0,66.0,50.0,25.5,57.49999999999999,11.11111111111111,5.0,10.9,2840160,3097471
810,Killian Tillie,Center,23.0,36.0,3.0,12.8,44.5,2.857142857142857,6.8,9.1,1901625,2073907
811,Xavier Tillman,Forward,23.0,53.0,2.0,13.2,47.699999999999996,21.951219512195124,12.0,12.1,1517981,1655506
812,Obi Toppin,Forward,23.0,72.0,10.0,17.1,58.599999999999994,19.6969696969697,11.7,9.6,5105160,5567675
813,Juan Toscano-Anderson,Forward,28.0,73.0,6.0,13.6,54.900000000000006,15.625,9.7,20.4,1701593,1855753
814,Karl-Anthony Towns,Center,26.0,74.0,74.0,33.5,59.099999999999994,31.70731707317074,15.7,13.7,31650600,34518067
815,Gary Trent Jr,Guard,23.0,70.0,69.0,35.0,51.1,16.129032258064516,4.2,5.8,16225000,17694945
816,PJ Tucker,Forward,36.0,71.0,70.0,27.9,57.699999999999996,10.0,11.1,12.7,7000000,7634183
817,Myles Turner,Center,25.0,42.0,42.0,29.4,58.699999999999996,20.212765957446805,13.4,10.9,18000000,19630756
818,Jonas Valanciunas,Center,29.0,74.0,74.0,30.3,57.4,25.196850393700792,20.8,14.4,14000000,15268366
819,Denzel Valentine,Guard,28.0,24.0,0.0,9.3,52.300000000000004,0.0,10.4,15.4,1005633,1096740
820,Jarred Vanderbilt,Forward,22.0,74.0,67.0,25.4,59.0,24.489795918367342,17.8,14.8,4050000,4416920
821,Fred VanVleet,Guard,27.0,65.0,65.0,37.9,51.300000000000004,17.751479289940832,6.4,12.5,19675926,21458517
822,Devin Vassell,Forward,21.0,71.0,32.0,27.3,51.6,11.11111111111111,8.3,6.7,4235160,4618855
823,Gabe Vincent,Guard,25.0,68.0,27.0,23.4,53.300000000000004,8.0,4.5,15.4,1669178,1820401
824,Nikola Vucevic,Center,31.0,73.0,73.0,33.1,51.800000000000004,8.227848101265822,18.7,10.1,24000000,26174341
825,Dean Wade,Forward,25.0,51.0,28.0,19.2,57.4,9.30232558139535,8.5,6.5,1782621,1944122
826,Franz Wagner,Forward,20.0,79.0,79.0,30.7,51.7,19.51219512195122,7.7,10.0,5007840,5461538
827,Moritz Wagner,Center,24.0,63.0,3.0,15.2,58.099999999999994,26.984126984126984,12.8,11.0,1729217,1885879
828,Kemba Walker,Guard,31.0,37.0,37.0,25.6,50.1,16.0,6.3,10.7,34967442,38135407
829,Lonnie Walker,Guard,23.0,70.0,6.0,23.0,48.0,15.596330275229356,5.9,7.9,4447896,4850864
830,Brad Wanamaker,Guard,32.0,23.0,2.0,13.9,39.0,30.303030303030305,6.8,20.7,814918,888747
831,PJ Washington,Center,23.0,65.0,28.0,27.2,57.3,10.975609756097562,10.1,12.6,4215120,4596999
832,Yuta Watanabe,Forward,27.0,38.0,4.0,11.7,50.4,16.666666666666664,11.2,10.9,1762796,1922501
833,Lindy Waters III,Guard,24.0,25.0,1.0,18.6,55.7,2.857142857142857,8.1,5.8,159527,173979
834,Trendon Watford,Forward,21.0,48.0,10.0,18.1,54.900000000000006,26.785714285714285,12.6,12.5,768830,838484
835,Russell Westbrook,Guard,33.0,78.0,78.0,34.3,47.599999999999994,21.51898734177215,11.6,17.3,44211146,48216568
836,Coby White,Guard,21.0,61.0,17.0,27.5,53.900000000000006,12.264150943396228,6.1,9.3,5837760,6366646
837,Derrick White,Guard,27.0,75.0,52.0,29.3,49.3,25.233644859813086,6.3,11.6,15678571,17099011
838,Hassan Whiteside,Center,32.0,65.0,8.0,17.9,65.2,31.37254901960785,23.3,11.6,2401537,2619110
839,Joe Wieskamp,Guard,22.0,29.0,0.0,7.1,48.199999999999996,10.526315789473685,3.6,3.1,563663,614729
840,Aaron Wiggins,Guard,23.0,50.0,35.0,24.2,52.5,17.91044776119403,7.6,12.6,1305761,1424059
841,Andrew Wiggins,Forward,26.0,73.0,73.0,31.9,54.300000000000004,14.285714285714285,7.6,9.0,31579390,34440406
842,Brandon Williams,Guard,22.0,24.0,16.0,26.7,42.699999999999996,23.72881355932203,6.4,15.2,180798,197177
843,Grant Williams,Forward,23.0,77.0,21.0,24.4,59.699999999999996,19.642857142857146,7.9,11.6,2617800,2854966
844,Kenrich Williams,Forward,27.0,49.0,0.0,21.9,52.5,9.23076923076923,10.5,11.9,2000000,2181195
845,Robert Williams,Center,24.0,61.0,61.0,29.6,73.6,18.333333333333336,17.6,13.4,3661976,3993742
846,Ziaire Williams,Forward,20.0,62.0,31.0,21.7,54.0,10.294117647058822,5.0,8.4,4373040,4769226
847,Dylan Windler,Forward,25.0,50.0,0.0,9.2,48.5,15.0,10.7,13.1,2239200,2442066
848,Justise Winslow,Forward,25.0,48.0,11.0,16.1,45.7,14.814814814814813,14.0,14.6,3902439,4255990
849,Christian Wood,Center,26.0,68.0,67.0,30.8,57.599999999999994,23.25581395348837,18.0,11.0,13666667,14904833
850,Delon Wright,Guard,29.0,77.0,8.0,18.9,53.5,20.0,8.3,13.2,8526316,9298779
851,Thaddeus Young,Forward,33.0,52.0,1.0,16.3,55.00000000000001,7.6923076923076925,13.1,15.0,14190000,15475579
852,Trae Young,Guard,23.0,76.0,76.0,34.9,53.6,32.51231527093596,5.9,14.5,8326471,9080829
853,Omer Yurtseven,Center,23.0,56.0,12.0,12.6,52.800000000000004,15.909090909090907,23.6,13.0,1489065,1623970
854,Cody Zeller,Center,29.0,27.0,0.0,13.1,56.699999999999996,42.42424242424242,19.3,14.6,2389641,2606136
855,Ivica Zubac,Center,24.0,76.0,76.0,24.4,62.6,33.84615384615385,18.4,16.1,7518518,8199677
