,Unnamed: 0,Player,Pos,Age,G,GS,MP,eFG%,FTR,TRB%,TOV%,Salary,Salary Adjusted,age_bin,games_bin,games_started_bin,mins_bin
535,535,Terence Davis,Guard,24.0,30.0,11.0,17.9,51.5,13.48314606741573,9.5,10.3,4000.0,4362.39,"(21, 24]","(19.999, 35.0]","(0, 20]","(10.0, 20.0]"
536,536,Dewayne Dedmon,Center,32.0,67.0,15.0,15.9,59.8,25.58139534883721,20.6,17.3,5256.308,5732.516,"(30, 33]","(65.0, 82.0]","(0, 20]","(10.0, 20.0]"
537,537,DeMar DeRozan,Forward,32.0,76.0,76.0,36.1,52.1,33.663366336633665,8.0,9.2,26000.0,28355.537,"(30, 33]","(65.0, 82.0]","(60, 82]","(30.0, 40.0]"
538,538,Hamidou Diallo,Guard,23.0,58.0,29.0,21.9,51.8,17.582417582417584,11.8,9.0,5200.0,5671.107,"(21, 24]","(50.0, 65.0]","(20, 40]","(20.0, 30.0]"
539,539,Gorgui Dieng,Center,32.0,44.0,3.0,8.4,60.3,16.0,17.8,13.9,4000.0,4362.39,"(30, 33]","(35.0, 50.0]","(0, 20]","(-0.001, 10.0]"
540,540,Spencer Dinwiddie,Guard,28.0,67.0,51.0,29.6,49.3,26.36363636363636,7.8,10.9,19314.284,21064.111,"(27, 30]","(65.0, 82.0]","(40, 60]","(20.0, 30.0]"
541,541,Donte DiVincenzo,Guard,25.0,42.0,1.0,24.0,46.1,21.25,9.1,16.2,4675.83,5099.448,"(24, 27]","(35.0, 50.0]","(0, 20]","(20.0, 30.0]"
542,542,Luka Doncic,Guard,22.0,65.0,65.0,35.4,52.900000000000006,25.925925925925924,14.3,15.3,10174.391,11096.166,"(21, 24]","(50.0, 65.0]","(60, 82]","(30.0, 40.0]"
543,543,Luguentz Dort,Guard,22.0,51.0,51.0,32.6,49.3,22.53521126760564,6.5,9.8,1782.621,1944.122,"(21, 24]","(50.0, 65.0]","(40, 60]","(30.0, 40.0]"
544,544,Ayo Dosunmu,Guard,22.0,77.0,40.0,27.4,58.5,10.144927536231885,5.7,15.9,925.258,1009.084,"(21, 24]","(65.0, 82.0]","(20, 40]","(20.0, 30.0]"
545,545,Goran Dragic,Guard,35.0,21.0,8.0,23.7,43.0,18.055555555555557,7.1,17.0,19348.907,21101.87,"(33, 36]","(19.999, 35.0]","(0, 20]","(20.0, 30.0]"
546,546,Andre Drummond,Center,28.0,73.0,36.0,19.7,56.99999999999999,20.338983050847457,26.2,18.5,2401.537,2619.11,"(27, 30]","(65.0, 82.0]","(20, 40]","(10.0, 20.0]"
547,547,Chris Duarte,Guard,24.0,55.0,39.0,28.0,50.7,14.15929203539823,8.2,11.8,3749.4,4089.086,"(21, 24]","(50.0, 65.0]","(20, 40]","(20.0, 30.0]"
548,548,David Duke,Guard,22.0,22.0,7.0,15.5,40.3,16.3265306122449,10.7,7.1,462.629,504.542,"(21, 24]","(19.999, 35.0]","(0, 20]","(10.0, 20.0]"
549,549,Kevin Durant,Forward,33.0,55.0,55.0,37.2,56.99999999999999,33.497536945812804,10.8,12.9,42018.9,45825.71,"(30, 33]","(50.0, 65.0]","(40, 60]","(30.0, 40.0]"
550,550,Anthony Edwards,Guard,20.0,72.0,72.0,34.3,52.7,17.91907514450867,7.5,12.2,10245.48,11173.695,"(18, 21]","(65.0, 82.0]","(60, 82]","(30.0, 40.0]"
551,551,Kessler Edwards,Forward,21.0,48.0,23.0,20.6,50.2,5.357142857142858,9.5,13.2,463.211,505.176,"(18, 21]","(35.0, 50.0]","(20, 40]","(20.0, 30.0]"
552,552,CJ Elleby,Forward,21.0,58.0,28.0,20.2,45.3,18.867924528301888,10.6,14.0,1517.981,1655.506,"(18, 21]","(50.0, 65.0]","(20, 40]","(20.0, 30.0]"
553,553,Wayne Ellington,Guard,34.0,43.0,9.0,18.8,58.6,3.6363636363636367,5.1,7.3,2641.691,2881.021,"(33, 36]","(35.0, 50.0]","(0, 20]","(10.0, 20.0]"
554,554,Joel Embiid,Center,27.0,68.0,68.0,33.8,53.400000000000006,48.97959183673469,19.4,11.3,31579.39,34440.406,"(24, 27]","(65.0, 82.0]","(60, 82]","(30.0, 40.0]"
555,555,Drew Eubanks,Center,24.0,71.0,31.0,17.5,60.2,26.923076923076923,16.5,15.9,2239.82,2442.742,"(21, 24]","(65.0, 82.0]","(20, 40]","(10.0, 20.0]"
556,556,Derrick Favors,Center,30.0,39.0,18.0,16.7,52.2,8.51063829787234,14.5,4.5,9720.9,10601.59,"(27, 30]","(35.0, 50.0]","(0, 20]","(10.0, 20.0]"
557,557,Bruno Fernando,Center,23.0,30.0,0.0,5.1,66.4,27.77777777777778,19.8,17.6,1782.621,1944.122,"(21, 24]","(19.999, 35.0]",,"(-0.001, 10.0]"
558,558,Dorian Finney-Smith,Forward,28.0,80.0,80.0,33.1,59.5,8.045977011494253,7.9,9.9,4000.0,4362.39,"(27, 30]","(65.0, 82.0]","(60, 82]","(30.0, 40.0]"
559,559,Malachi Flynn,Guard,23.0,44.0,5.0,12.2,47.5,7.142857142857142,6.4,6.3,2048.04,2233.587,"(21, 24]","(35.0, 50.0]","(0, 20]","(10.0, 20.0]"
560,560,Bryn Forbes,Guard,28.0,75.0,2.0,17.1,54.2,15.27777777777778,3.9,8.8,4500.0,4907.689,"(27, 30]","(65.0, 82.0]","(0, 20]","(10.0, 20.0]"
561,561,Trent Forrest,Guard,23.0,60.0,6.0,12.8,50.6,23.07692307692308,7.1,21.4,463.211,505.176,"(21, 24]","(50.0, 65.0]","(0, 20]","(10.0, 20.0]"
562,562,Evan Fournier,Guard,29.0,80.0,80.0,29.5,54.1,8.264462809917356,4.8,9.4,17142.857,18695.958,"(27, 30]","(65.0, 82.0]","(60, 82]","(20.0, 30.0]"
563,563,De'Aaron Fox,Guard,24.0,59.0,59.0,35.3,50.6,23.783783783783782,6.0,11.9,28103.5,30649.609,"(21, 24]","(50.0, 65.0]","(40, 60]","(30.0, 40.0]"
564,564,Wenyen Gabriel,Forward,24.0,26.0,5.0,13.8,52.7,23.809523809523807,14.5,11.1,522.015,569.306,"(21, 24]","(19.999, 35.0]","(0, 20]","(10.0, 20.0]"
565,565,Daniel Gafford,Center,23.0,72.0,53.0,20.1,69.3,26.31578947368421,15.6,12.0,1782.621,1944.122,"(21, 24]","(65.0, 82.0]","(40, 60]","(20.0, 30.0]"
566,566,Danilo Gallinari,Forward,33.0,66.0,18.0,25.3,52.8,23.33333333333333,10.1,5.4,20475.0,22329.985,"(30, 33]","(65.0, 82.0]","(0, 20]","(20.0, 30.0]"
567,567,Darius Garland,Guard,22.0,68.0,68.0,35.7,53.6,18.497109826589597,5.1,16.2,7040.88,7678.766,"(21, 24]","(65.0, 82.0]","(60, 82]","(30.0, 40.0]"
568,568,Usman Garuba,Forward,19.0,24.0,2.0,10.0,48.9,11.111111111111112,19.1,11.3,2353.32,2566.525,"(18, 21]","(19.999, 35.0]","(0, 20]","(-0.001, 10.0]"
569,569,Luka Garza,Center,23.0,32.0,5.0,12.2,50.3,26.08695652173913,13.9,9.4,925.258,1009.084,"(21, 24]","(19.999, 35.0]","(0, 20]","(10.0, 20.0]"
570,570,Rudy Gay,Forward,35.0,55.0,1.0,18.9,50.7,15.942028985507248,12.8,10.2,5890.0,6423.619,"(33, 36]","(50.0, 65.0]","(0, 20]","(10.0, 20.0]"
571,571,Paul George,Forward,31.0,31.0,31.0,34.7,49.3,20.0,10.5,15.2,39344.97,42909.529,"(30, 33]","(19.999, 35.0]","(20, 40]","(30.0, 40.0]"
572,572,Taj Gibson,Center,36.0,52.0,4.0,18.2,56.3,25.0,13.0,12.5,4910.0,5354.834,"(33, 36]","(50.0, 65.0]","(0, 20]","(10.0, 20.0]"
573,573,Josh Giddey,Forward,19.0,54.0,54.0,31.5,46.1,8.064516129032258,12.7,19.5,5988.0,6530.498,"(18, 21]","(50.0, 65.0]","(40, 60]","(30.0, 40.0]"
574,574,Shai Gilgeous-Alexander,Guard,23.0,56.0,56.0,34.7,49.6,31.382978723404253,7.4,11.1,5495.532,5993.413,"(21, 24]","(50.0, 65.0]","(40, 60]","(30.0, 40.0]"
575,575,Anthony Gill,Forward,29.0,44.0,0.0,10.5,63.3,40.0,10.2,12.0,1517.981,1655.506,"(27, 30]","(35.0, 50.0]",,"(10.0, 20.0]"
576,576,Rudy Gobert,Center,29.0,66.0,66.0,32.1,71.3,59.74025974025974,25.0,14.5,35344.828,38546.983,"(27, 30]","(65.0, 82.0]","(60, 82]","(30.0, 40.0]"
577,577,Brandon Goodwin,Guard,26.0,36.0,5.0,13.9,47.7,16.279069767441857,7.4,17.4,343.988,375.152,"(24, 27]","(35.0, 50.0]","(0, 20]","(10.0, 20.0]"
578,578,Aaron Gordon,Forward,26.0,75.0,75.0,31.7,57.3,20.72072072072072,10.3,12.5,16409.091,17895.714,"(24, 27]","(65.0, 82.0]","(60, 82]","(30.0, 40.0]"
579,579,Eric Gordon,Guard,33.0,57.0,46.0,29.3,58.5,18.181818181818183,3.7,14.6,18218.818,19869.398,"(30, 33]","(50.0, 65.0]","(40, 60]","(20.0, 30.0]"
580,580,Devonte Graham,Guard,26.0,76.0,63.0,28.4,48.1,14.953271028037385,4.5,10.7,11000.0,11996.573,"(24, 27]","(65.0, 82.0]","(60, 82]","(20.0, 30.0]"
581,581,Jerami Grant,Forward,27.0,47.0,47.0,31.9,49.1,30.872483221476504,6.9,9.5,20002.5,21814.678,"(24, 27]","(35.0, 50.0]","(40, 60]","(30.0, 40.0]"
582,582,Danny Green,Forward,34.0,62.0,28.0,21.8,55.50000000000001,3.8461538461538463,6.5,12.1,10000.0,10905.975,"(33, 36]","(50.0, 65.0]","(20, 40]","(20.0, 30.0]"
583,583,Draymond Green,Forward,31.0,46.0,44.0,28.9,55.60000000000001,23.21428571428572,13.8,31.9,24026.712,26203.473,"(30, 33]","(35.0, 50.0]","(40, 60]","(20.0, 30.0]"
584,584,Jalen Green,Guard,19.0,67.0,67.0,31.9,50.8,19.718309859154928,5.8,11.3,8992.08,9806.74,"(18, 21]","(65.0, 82.0]","(60, 82]","(30.0, 40.0]"
585,585,JaMychal Green,Forward,31.0,67.0,8.0,16.2,53.7,24.489795918367346,14.5,13.4,8200.0,8942.9,"(30, 33]","(65.0, 82.0]","(0, 20]","(10.0, 20.0]"
586,586,Javonte Green,Forward,28.0,65.0,45.0,23.4,59.7,24.0,10.2,7.6,1669.178,1820.401,"(27, 30]","(50.0, 65.0]","(40, 60]","(20.0, 30.0]"
587,587,Jeff Green,Forward,35.0,75.0,63.0,24.7,57.4,30.98591549295775,7.0,10.3,4500.0,4907.689,"(33, 36]","(65.0, 82.0]","(60, 82]","(20.0, 30.0]"
588,588,Josh Green,Guard,21.0,67.0,3.0,15.5,56.3,13.157894736842104,8.6,13.8,2957.52,3225.464,"(18, 21]","(65.0, 82.0]","(0, 20]","(10.0, 20.0]"
589,589,Blake Griffin,Center,32.0,56.0,24.0,17.1,48.6,17.857142857142858,13.0,8.2,32405.817,35341.704,"(30, 33]","(50.0, 65.0]","(20, 40]","(10.0, 20.0]"
590,590,Quentin Grimes,Guard,21.0,46.0,6.0,17.1,55.7,5.88235294117647,6.4,10.3,2168.64,2365.113,"(18, 21]","(35.0, 50.0]","(0, 20]","(10.0, 20.0]"
591,591,Rui Hachimura,Forward,23.0,42.0,13.0,22.5,56.3,12.08791208791209,9.4,7.4,4916.16,5361.552,"(21, 24]","(35.0, 50.0]","(0, 20]","(20.0, 30.0]"
592,592,Tyrese Haliburton,Guard,21.0,77.0,77.0,35.0,56.2,17.796610169491526,6.3,16.7,4023.6,4388.128,"(18, 21]","(65.0, 82.0]","(60, 82]","(30.0, 40.0]"
593,593,RJ Hampton,Guard,20.0,64.0,14.0,21.9,45.3,16.901408450704224,7.3,14.6,2303.04,2511.689,"(18, 21]","(50.0, 65.0]","(0, 20]","(20.0, 30.0]"
594,594,Tim Hardaway Jr,Guard,29.0,42.0,20.0,29.6,49.1,15.07936507936508,7.0,5.6,21306.816,23237.161,"(27, 30]","(35.0, 50.0]","(0, 20]","(20.0, 30.0]"
595,595,James Harden,Guard,32.0,65.0,65.0,37.2,48.5,47.05882352941176,11.3,18.8,44310.84,48325.294,"(30, 33]","(50.0, 65.0]","(60, 82]","(30.0, 40.0]"
596,596,Montrezl Harrell,Center,28.0,71.0,3.0,23.1,64.9,38.46153846153847,14.4,9.5,9720.9,10601.59,"(27, 30]","(65.0, 82.0]","(0, 20]","(20.0, 30.0]"
597,597,Gary Harris,Guard,27.0,61.0,30.0,28.4,53.900000000000006,15.384615384615383,3.7,9.3,20932.143,22828.544,"(24, 27]","(50.0, 65.0]","(20, 40]","(20.0, 30.0]"
598,598,Tobias Harris,Forward,29.0,73.0,73.0,34.8,53.2,16.428571428571427,10.9,9.5,35995.95,39257.095,"(27, 30]","(65.0, 82.0]","(60, 82]","(30.0, 40.0]"
599,599,Josh Hart,Guard,26.0,54.0,53.0,33.2,56.89999999999999,28.57142857142857,12.0,14.7,12000.0,13087.17,"(24, 27]","(50.0, 65.0]","(40, 60]","(30.0, 40.0]"
600,600,Isaiah Hartenstein,Center,23.0,68.0,0.0,17.9,64.5,24.074074074074076,14.5,16.5,1729.217,1885.879,"(21, 24]","(65.0, 82.0]",,"(10.0, 20.0]"
601,601,Sam Hauser,Forward,24.0,26.0,0.0,6.1,65.0,0.0,9.9,3.8,619.498,675.623,"(21, 24]","(19.999, 35.0]",,"(-0.001, 10.0]"
602,602,Jaxson Hayes,Center,21.0,70.0,28.0,20.0,64.1,36.84210526315789,12.5,10.1,5348.28,5832.821,"(18, 21]","(65.0, 82.0]","(20, 40]","(10.0, 20.0]"
603,603,Killian Hayes,Guard,20.0,66.0,40.0,25.0,43.1,12.85714285714286,6.9,18.4,5572.68,6077.551,"(18, 21]","(65.0, 82.0]","(20, 40]","(20.0, 30.0]"
604,604,Gordon Hayward,Forward,31.0,49.0,48.0,31.9,52.8,20.63492063492064,7.6,10.6,29925.0,32636.132,"(30, 33]","(35.0, 50.0]","(40, 60]","(30.0, 40.0]"
605,605,Willy Hernangomez,Center,27.0,50.0,8.0,16.8,52.6,33.84615384615385,22.3,11.6,2327.22,2538.06,"(24, 27]","(35.0, 50.0]","(0, 20]","(10.0, 20.0]"
606,606,Tyler Herro,Guard,22.0,66.0,10.0,32.6,52.5,17.058823529411764,8.7,12.5,4004.28,4367.058,"(21, 24]","(65.0, 82.0]","(0, 20]","(30.0, 40.0]"
607,607,Buddy Hield,Guard,29.0,81.0,32.0,30.9,52.6,10.294117647058822,7.8,11.7,23073.234,25163.613,"(27, 30]","(65.0, 82.0]","(20, 40]","(30.0, 40.0]"
608,608,George Hill,Guard,35.0,54.0,17.0,23.2,50.4,21.5686274509804,6.6,11.9,5275.491,5753.437,"(33, 36]","(50.0, 65.0]","(0, 20]","(20.0, 30.0]"
609,609,Aaron Holiday,Guard,25.0,63.0,15.0,16.2,50.4,16.666666666666664,6.5,15.4,3980.551,4341.179,"(24, 27]","(50.0, 65.0]","(0, 20]","(10.0, 20.0]"
610,610,Jrue Holiday,Guard,31.0,67.0,64.0,32.9,56.99999999999999,14.084507042253522,7.2,15.0,31171.333,33995.38,"(30, 33]","(65.0, 82.0]","(60, 82]","(30.0, 40.0]"
611,611,Justin Holiday,Forward,32.0,74.0,65.0,27.8,52.8,7.865168539325842,5.1,9.2,6006.42,6550.587,"(30, 33]","(65.0, 82.0]","(60, 82]","(20.0, 30.0]"
612,612,Richaun Holmes,Center,28.0,45.0,37.0,23.9,66.3,23.88059701492537,16.1,14.2,10384.5,11325.31,"(27, 30]","(35.0, 50.0]","(20, 40]","(20.0, 30.0]"
613,613,Rodney Hood,Forward,29.0,52.0,0.0,13.6,46.5,10.0,5.8,6.2,2239.544,2442.441,"(27, 30]","(50.0, 65.0]",,"(10.0, 20.0]"
614,614,Al Horford,Center,35.0,69.0,69.0,29.1,54.6,14.634146341463415,14.3,9.6,27000.0,29446.134,"(33, 36]","(65.0, 82.0]","(60, 82]","(20.0, 30.0]"
615,615,Talen Horton-Tucker,Guard,21.0,60.0,19.0,25.2,46.2,18.88888888888889,6.9,12.1,9500.0,10360.677,"(18, 21]","(50.0, 65.0]","(0, 20]","(20.0, 30.0]"
616,616,Danuel House,Forward,28.0,42.0,7.0,17.3,51.5,21.27659574468085,8.4,12.9,4997.424,5450.176,"(27, 30]","(35.0, 50.0]","(0, 20]","(10.0, 20.0]"
617,617,Dwight Howard,Center,36.0,60.0,27.0,16.2,63.0,43.24324324324324,19.7,14.2,2641.691,2881.021,"(33, 36]","(50.0, 65.0]","(20, 40]","(10.0, 20.0]"
618,618,Markus Howard,Guard,22.0,31.0,0.0,5.7,52.5,18.181818181818183,3.8,5.9,462.629,504.542,"(21, 24]","(19.999, 35.0]",,"(-0.001, 10.0]"
619,619,Kevin Huerter,Forward,23.0,74.0,60.0,29.6,55.900000000000006,5.825242718446601,6.4,10.4,4253.357,4638.7,"(21, 24]","(65.0, 82.0]","(40, 60]","(20.0, 30.0]"
620,620,Elijah Hughes,Forward,23.0,36.0,4.0,12.1,41.3,5.0,7.3,10.3,1517.981,1655.506,"(21, 24]","(35.0, 50.0]","(0, 20]","(10.0, 20.0]"
621,621,De'Andre Hunter,Forward,24.0,53.0,52.0,29.8,50.6,22.22222222222222,6.1,9.6,7775.4,8479.832,"(21, 24]","(50.0, 65.0]","(40, 60]","(20.0, 30.0]"
622,622,Bones Hyland,Guard,21.0,69.0,4.0,19.0,51.8,19.277108433734934,8.0,12.1,2096.88,2286.852,"(18, 21]","(65.0, 82.0]","(0, 20]","(10.0, 20.0]"
623,623,Serge Ibaka,Center,32.0,54.0,12.0,16.2,56.3,10.909090909090908,15.1,12.0,9720.9,10601.59,"(30, 33]","(50.0, 65.0]","(0, 20]","(10.0, 20.0]"
624,624,Andre Iguodala,Forward,38.0,31.0,0.0,19.5,45.0,12.820512820512825,9.1,17.7,2641.691,2881.021,"(36, 39]","(19.999, 35.0]",,"(10.0, 20.0]"
625,625,Joe Ingles,Forward,34.0,45.0,15.0,24.9,54.0,6.349206349206351,6.4,13.5,13036.364,14217.427,"(33, 36]","(35.0, 50.0]","(0, 20]","(20.0, 30.0]"
626,626,Brandon Ingram,Forward,24.0,55.0,55.0,34.0,49.8,26.81564245810056,9.5,11.8,29467.8,32137.511,"(21, 24]","(50.0, 65.0]","(40, 60]","(30.0, 40.0]"
627,627,Kyrie Irving,Guard,29.0,29.0,29.0,37.6,55.00000000000001,19.339622641509436,6.3,9.8,35328.7,38529.394,"(27, 30]","(19.999, 35.0]","(20, 40]","(30.0, 40.0]"
628,628,Frank Jackson,Guard,23.0,53.0,7.0,22.0,49.1,17.582417582417584,4.0,6.7,3000.0,3271.792,"(21, 24]","(50.0, 65.0]","(0, 20]","(20.0, 30.0]"
629,629,Isaiah Jackson,Forward,20.0,36.0,15.0,15.0,57.49999999999999,29.82456140350877,15.4,14.0,2451.24,2673.316,"(18, 21]","(35.0, 50.0]","(0, 20]","(10.0, 20.0]"
630,630,Jaren Jackson Jr,Forward,22.0,78.0,78.0,27.3,47.7,27.06766917293233,11.2,9.9,9180.56,10012.296,"(21, 24]","(65.0, 82.0]","(60, 82]","(20.0, 30.0]"
631,631,Josh Jackson,Forward,24.0,51.0,3.0,16.3,45.5,18.64406779661017,9.2,12.3,5005.35,5458.822,"(21, 24]","(50.0, 65.0]","(0, 20]","(10.0, 20.0]"
632,632,Reggie Jackson,Guard,31.0,75.0,75.0,31.2,46.0,11.042944785276074,6.1,11.8,10384.5,11325.31,"(30, 33]","(65.0, 82.0]","(60, 82]","(30.0, 40.0]"
633,633,LeBron James,Forward,37.0,56.0,56.0,37.2,59.0,20.642201834862384,11.8,12.5,41180.544,44911.401,"(36, 39]","(50.0, 65.0]","(40, 60]","(30.0, 40.0]"
634,634,Ty Jerome,Guard,24.0,48.0,4.0,16.7,46.0,11.764705882352942,5.0,9.6,2412.84,2631.437,"(21, 24]","(35.0, 50.0]","(0, 20]","(10.0, 20.0]"
635,635,Isaiah Joe,Guard,22.0,55.0,1.0,11.1,47.7,15.625,5.1,9.1,1517.981,1655.506,"(21, 24]","(50.0, 65.0]","(0, 20]","(10.0, 20.0]"
636,636,Alize Johnson,Forward,25.0,23.0,0.0,7.3,43.6,17.647058823529413,20.4,21.3,1003.74,1094.675,"(24, 27]","(19.999, 35.0]",,"(-0.001, 10.0]"
637,637,Cameron Johnson,Forward,25.0,66.0,16.0,26.2,59.6,16.304347826086957,8.5,6.7,4437.0,4838.981,"(24, 27]","(65.0, 82.0]","(0, 20]","(20.0, 30.0]"
638,638,Jalen Johnson,Forward,20.0,22.0,0.0,5.5,57.3,10.526315789473683,11.9,17.0,2659.68,2900.64,"(18, 21]","(19.999, 35.0]",,"(-0.001, 10.0]"
639,639,James Johnson,Forward,34.0,62.0,10.0,19.2,50.7,10.0,9.8,12.7,2641.691,2881.021,"(33, 36]","(50.0, 65.0]","(0, 20]","(10.0, 20.0]"
640,640,Keldon Johnson,Forward,22.0,75.0,74.0,31.9,54.50000000000001,17.77777777777778,10.0,7.6,2145.72,2340.117,"(21, 24]","(65.0, 82.0]","(60, 82]","(30.0, 40.0]"
641,641,Keon Johnson,Guard,19.0,37.0,12.0,18.8,41.5,14.864864864864863,6.3,13.5,2553.24,2784.557,"(18, 21]","(35.0, 50.0]","(0, 20]","(10.0, 20.0]"
642,642,Stanley Johnson,Forward,25.0,48.0,27.0,22.8,53.2,21.153846153846157,7.6,11.0,1368.998,1493.025,"(24, 27]","(35.0, 50.0]","(20, 40]","(20.0, 30.0]"
643,643,Nikola Jokic,Center,26.0,74.0,74.0,33.5,62.0,28.8135593220339,23.0,15.6,31044.906,33857.499,"(24, 27]","(65.0, 82.0]","(60, 82]","(30.0, 40.0]"
644,644,Damian Jones,Center,26.0,56.0,15.0,18.2,67.7,35.41666666666667,13.2,15.4,1977.011,2156.123,"(24, 27]","(50.0, 65.0]","(0, 20]","(10.0, 20.0]"
645,645,Derrick Jones,Forward,24.0,51.0,8.0,17.6,59.0,28.947368421052637,10.6,11.7,9720.9,10601.59,"(21, 24]","(50.0, 65.0]","(0, 20]","(10.0, 20.0]"
646,646,Kai Jones,Center,21.0,21.0,0.0,3.0,67.9,14.285714285714288,9.2,25.5,2770.56,3021.566,"(18, 21]","(19.999, 35.0]",,"(-0.001, 10.0]"
647,647,Tre Jones,Guard,22.0,69.0,11.0,16.6,50.4,20.40816326530612,7.1,10.8,1517.981,1655.506,"(21, 24]","(65.0, 82.0]","(0, 20]","(10.0, 20.0]"
648,648,Tyus Jones,Guard,25.0,73.0,23.0,21.2,52.400000000000006,9.210526315789473,5.9,7.3,8376.286,9135.157,"(24, 27]","(65.0, 82.0]","(20, 40]","(20.0, 30.0]"
649,649,DeAndre Jordan,Center,33.0,48.0,20.0,13.0,64.3,16.666666666666664,23.1,18.7,11109.327,12115.804,"(30, 33]","(35.0, 50.0]","(0, 20]","(10.0, 20.0]"
650,650,Cory Joseph,Guard,30.0,65.0,39.0,24.6,52.6,24.19354838709677,5.9,15.9,7310.0,7972.268,"(27, 30]","(50.0, 65.0]","(20, 40]","(20.0, 30.0]"
651,651,Luke Kennard,Guard,25.0,70.0,13.0,27.4,59.8,10.989010989010987,6.3,8.2,13347.727,14556.998,"(24, 27]","(65.0, 82.0]","(0, 20]","(20.0, 30.0]"
652,652,Corey Kispert,Forward,22.0,77.0,36.0,23.4,56.39999999999999,10.44776119402985,6.4,8.5,3383.64,3690.189,"(21, 24]","(65.0, 82.0]","(20, 40]","(20.0, 30.0]"
653,653,Maxi Kleber,Forward,30.0,59.0,21.0,24.6,51.6,13.333333333333334,13.4,10.9,8750.0,9542.728,"(27, 30]","(50.0, 65.0]","(20, 40]","(20.0, 30.0]"
654,654,Nathan Knight,Forward,24.0,37.0,2.0,7.2,53.400000000000006,50.0,17.1,13.6,462.629,504.542,"(21, 24]","(35.0, 50.0]","(0, 20]","(-0.001, 10.0]"
655,655,Kevin Knox,Forward,22.0,30.0,0.0,7.4,45.3,17.857142857142858,10.7,6.9,5845.978,6375.609,"(21, 24]","(19.999, 35.0]",,"(-0.001, 10.0]"
656,656,John Konchar,Guard,25.0,72.0,7.0,17.9,61.5,11.111111111111112,13.3,9.3,2200.0,2399.314,"(24, 27]","(65.0, 82.0]","(0, 20]","(10.0, 20.0]"
657,657,Furkan Korkmaz,Guard,24.0,67.0,19.0,21.1,46.9,14.285714285714285,6.9,8.6,4629.63,5049.063,"(21, 24]","(65.0, 82.0]","(0, 20]","(20.0, 30.0]"
658,658,Vit Krejci,Guard,21.0,30.0,8.0,23.0,50.3,10.714285714285715,7.5,14.1,925.258,1009.084,"(18, 21]","(19.999, 35.0]","(0, 20]","(20.0, 30.0]"
659,659,Jonathan Kuminga,Forward,19.0,70.0,12.0,16.9,56.7,28.78787878787879,10.8,12.0,5466.36,5961.598,"(18, 21]","(65.0, 82.0]","(0, 20]","(10.0, 20.0]"
660,660,Kyle Kuzma,Forward,26.0,66.0,66.0,33.4,52.0,16.901408450704224,14.1,14.1,13000.0,14177.768,"(24, 27]","(65.0, 82.0]","(60, 82]","(30.0, 40.0]"
661,661,Jeremy Lamb,Forward,29.0,56.0,0.0,16.7,46.3,25.806451612903224,9.1,8.6,10500.0,11451.274,"(27, 30]","(50.0, 65.0]",,"(10.0, 20.0]"
662,662,Jock Landale,Center,26.0,54.0,1.0,10.9,56.6,15.789473684210526,12.3,12.3,925.258,1009.084,"(24, 27]","(50.0, 65.0]","(0, 20]","(10.0, 20.0]"
663,663,Romeo Langford,Guard,22.0,48.0,5.0,16.1,51.0,12.5,7.6,7.1,3804.36,4149.025,"(21, 24]","(35.0, 50.0]","(0, 20]","(10.0, 20.0]"
664,664,Zach LaVine,Guard,26.0,67.0,67.0,34.7,55.400000000000006,27.11864406779661,7.4,11.2,19500.0,21266.652,"(24, 27]","(65.0, 82.0]","(60, 82]","(30.0, 40.0]"
665,665,Jake Layman,Forward,27.0,34.0,1.0,6.8,46.6,19.047619047619047,8.4,11.0,3940.184,4297.155,"(24, 27]","(19.999, 35.0]","(0, 20]","(-0.001, 10.0]"
666,666,Damion Lee,Guard,29.0,63.0,5.0,19.9,52.3,16.393442622950822,8.8,8.4,1910.86,2083.979,"(27, 30]","(50.0, 65.0]","(0, 20]","(10.0, 20.0]"
667,667,Saben Lee,Guard,22.0,37.0,0.0,16.3,42.9,31.25,7.8,14.7,1489.065,1623.97,"(21, 24]","(35.0, 50.0]",,"(10.0, 20.0]"
668,668,Alex Len,Center,28.0,39.0,10.0,15.9,55.1,24.444444444444446,14.1,17.4,3732.0,4070.11,"(27, 30]","(35.0, 50.0]","(0, 20]","(10.0, 20.0]"
669,669,Caris LeVert,Guard,27.0,58.0,49.0,30.7,49.2,17.006802721088434,6.7,10.3,17500.0,19085.457,"(24, 27]","(50.0, 65.0]","(40, 60]","(30.0, 40.0]"
670,670,Kira Lewis,Guard,20.0,24.0,0.0,14.2,44.9,6.557377049180328,6.3,14.7,3822.24,4168.525,"(18, 21]","(19.999, 35.0]",,"(10.0, 20.0]"
671,671,Damian Lillard,Guard,31.0,29.0,29.0,36.4,48.6,28.947368421052637,6.2,11.6,39344.9,42909.452,"(30, 33]","(19.999, 35.0]","(20, 40]","(30.0, 40.0]"
672,672,Nassir Little,Forward,21.0,42.0,23.0,25.9,54.1,21.333333333333336,11.9,10.1,2316.24,2526.085,"(18, 21]","(35.0, 50.0]","(20, 40]","(20.0, 30.0]"
673,673,Kevon Looney,Center,25.0,82.0,80.0,21.1,57.1,20.454545454545453,18.8,13.8,5178.572,5647.738,"(24, 27]","(65.0, 82.0]","(60, 82]","(20.0, 30.0]"
